my_index,age,job,marital,education,balance,duration,age_divided,smoker,travelled before,day
863,40,management,single,tertiary,1265,97,young_customers,no,no,day 1
864,37,blue-collar,married,primary,693,327,young_customers,yes,no,day 4
865,35,technician,married,secondary,118,236,young_customers,yes,yes,day 1
866,49,blue-collar,married,primary,3659,160,old_customers,no,no,day 3
867,26,blue-collar,single,secondary,24,180,young_customers,yes,no,day 2
868,38,management,single,tertiary,673,184,young_customers,no,yes,day 1
869,52,self-employed,married,secondary,273,227,old_customers,no,no,day 4
870,33,services,divorced,secondary,327,109,young_customers,yes,no,day 1
871,31,admin.,single,secondary,299,492,young_customers,yes,no,day 3
872,32,blue-collar,married,secondary,0,298,young_customers,no,yes,day 2
873,35,blue-collar,single,primary,109,83,young_customers,yes,no,day 1
874,55,management,divorced,tertiary,552,241,old_customers,no,no,day 4
875,32,blue-collar,divorced,primary,473,204,young_customers,no,yes,day 1
876,37,unknown,single,unknown,414,131,young_customers,yes,no,day 3
877,45,blue-collar,married,secondary,154,1138,old_customers,yes,no,day 2
878,31,technician,married,secondary,344,123,young_customers,no,no,day 1
879,38,admin.,married,secondary,8,125,young_customers,yes,yes,day 4
880,37,services,married,secondary,78,0,young_customers,no,no,day 1
881,38,blue-collar,married,secondary,266,287,young_customers,no,no,day 3
882,33,housemaid,married,tertiary,98,109,young_customers,yes,yes,day 2
883,38,blue-collar,married,primary,83,140,young_customers,yes,no,day 1
884,37,management,single,tertiary,45,204,young_customers,no,no,day 4
885,29,unemployed,married,tertiary,8,233,young_customers,yes,no,day 1
886,42,management,married,tertiary,263,254,young_customers,no,yes,day 3
887,40,blue-collar,married,secondary,306,184,young_customers,no,no,day 2
888,32,management,married,tertiary,233,193,young_customers,yes,no,day 1
889,47,management,divorced,tertiary,447,126,old_customers,yes,yes,day 4
890,29,student,single,secondary,872,230,young_customers,no,no,day 1
891,53,services,divorced,primary,-291,591,old_customers,yes,no,day 3
892,31,services,married,tertiary,309,294,young_customers,no,no,day 2
893,59,blue-collar,married,secondary,202,173,old_customers,no,yes,day 1
894,29,entrepreneur,married,primary,56,336,young_customers,yes,no,day 4
895,59,blue-collar,married,primary,229,19,old_customers,yes,no,day 1
896,44,blue-collar,married,primary,143,153,old_customers,no,yes,day 3
897,38,admin.,single,secondary,100,786,young_customers,yes,no,day 2
898,49,admin.,married,secondary,326,99,old_customers,no,no,day 1
899,43,blue-collar,married,secondary,167,243,old_customers,no,no,day 4
900,52,admin.,single,secondary,545,260,old_customers,yes,yes,day 1
901,40,admin.,married,secondary,2100,164,young_customers,yes,no,day 3
902,32,services,married,secondary,0,255,young_customers,no,no,day 2
903,47,admin.,married,primary,192,47,old_customers,yes,yes,day 1
904,33,management,married,tertiary,442,463,young_customers,no,no,day 4
905,35,management,married,tertiary,267,192,young_customers,no,no,day 1
906,27,services,single,secondary,0,388,young_customers,yes,no,day 3
907,50,blue-collar,married,primary,377,221,old_customers,yes,yes,day 2
908,44,retired,married,secondary,7624,126,old_customers,no,no,day 1
909,43,self-employed,married,primary,66,175,old_customers,yes,no,day 4
910,51,blue-collar,married,unknown,37,256,old_customers,no,yes,day 1
911,32,admin.,single,secondary,64,202,young_customers,no,no,day 3
912,47,management,divorced,tertiary,34,104,old_customers,yes,no,day 2
913,34,admin.,divorced,secondary,627,283,young_customers,yes,no,day 1
914,57,self-employed,married,primary,1013,448,old_customers,no,yes,day 4
915,43,admin.,single,secondary,140,127,old_customers,yes,no,day 1
916,40,services,single,tertiary,8823,378,young_customers,no,no,day 3
917,28,blue-collar,single,secondary,97,67,young_customers,no,yes,day 2
918,38,blue-collar,married,unknown,5,221,young_customers,yes,no,day 1
919,37,unemployed,divorced,secondary,74,150,young_customers,yes,no,day 4
920,44,admin.,married,secondary,58544,144,old_customers,no,no,day 1
921,41,technician,married,secondary,169,296,young_customers,yes,yes,day 3
922,37,self-employed,married,tertiary,444,401,young_customers,no,no,day 2
923,30,services,single,tertiary,542,435,young_customers,no,no,day 1
924,32,blue-collar,married,secondary,-205,388,young_customers,yes,yes,day 4
925,30,management,single,tertiary,112,245,young_customers,yes,no,day 1
926,35,services,married,secondary,39,143,young_customers,no,no,day 3
927,55,blue-collar,married,secondary,1268,223,old_customers,yes,no,day 2
928,52,blue-collar,married,secondary,-98,423,old_customers,no,yes,day 1
929,33,admin.,married,secondary,44,231,young_customers,no,no,day 4
930,55,retired,married,primary,-90,634,old_customers,yes,no,day 1
931,33,blue-collar,married,secondary,0,107,young_customers,yes,yes,day 3
932,40,blue-collar,married,secondary,-94,227,young_customers,no,no,day 2
933,39,blue-collar,married,secondary,-345,69,young_customers,yes,no,day 1
934,54,blue-collar,married,secondary,-932,799,old_customers,no,no,day 4
935,39,blue-collar,married,primary,20,109,young_customers,no,yes,day 1
936,49,blue-collar,married,secondary,90,127,old_customers,yes,no,day 3
937,52,admin.,married,secondary,31,120,old_customers,yes,no,day 2
938,27,management,single,tertiary,134,68,young_customers,no,yes,day 1
939,26,services,married,secondary,0,180,young_customers,yes,no,day 4
940,40,blue-collar,married,secondary,61,112,young_customers,no,no,day 1
941,47,blue-collar,married,secondary,-5,444,old_customers,no,no,day 3
942,31,services,single,secondary,-45,246,young_customers,yes,yes,day 2
943,53,blue-collar,single,secondary,156,259,old_customers,yes,no,day 1
944,31,services,married,secondary,564,223,young_customers,no,no,day 4
945,33,admin.,married,secondary,-6,566,young_customers,yes,yes,day 1
946,35,services,married,secondary,528,274,young_customers,no,no,day 3
947,46,entrepreneur,married,unknown,1481,49,old_customers,no,no,day 2
948,31,management,married,secondary,2019,380,young_customers,yes,no,day 1
949,35,technician,single,secondary,1855,138,young_customers,yes,yes,day 4
950,29,management,married,secondary,147,376,young_customers,no,no,day 1
951,51,technician,married,secondary,220,421,old_customers,yes,no,day 3
952,33,blue-collar,married,primary,198,121,young_customers,no,yes,day 2
953,37,management,married,tertiary,115,36,young_customers,no,no,day 1
954,43,admin.,single,unknown,87,328,old_customers,yes,no,day 4
955,42,technician,married,tertiary,644,19,young_customers,yes,no,day 1
956,28,blue-collar,married,secondary,225,866,young_customers,no,yes,day 3
957,57,retired,married,secondary,502,229,old_customers,yes,no,day 2
958,38,services,married,secondary,-32,154,young_customers,no,no,day 1
959,39,blue-collar,married,primary,106,56,young_customers,no,yes,day 4
960,36,technician,married,tertiary,301,1581,young_customers,yes,no,day 1
961,57,retired,married,tertiary,906,117,old_customers,yes,no,day 3
962,44,management,married,unknown,187,185,old_customers,no,no,day 2
963,48,services,divorced,secondary,852,202,old_customers,yes,yes,day 1
964,46,blue-collar,married,primary,143,279,old_customers,no,no,day 4
965,43,admin.,married,secondary,71,180,old_customers,no,no,day 1
966,49,services,married,secondary,1496,218,old_customers,yes,yes,day 3
967,29,services,single,secondary,703,129,young_customers,yes,no,day 2
968,53,blue-collar,married,secondary,732,530,old_customers,no,no,day 1
969,30,services,single,secondary,21,104,young_customers,yes,no,day 4
970,41,management,divorced,secondary,276,60,young_customers,no,yes,day 1
971,33,technician,married,secondary,0,432,young_customers,no,no,day 3
972,47,blue-collar,married,primary,550,113,old_customers,yes,no,day 2
973,58,retired,married,secondary,268,516,old_customers,yes,yes,day 1
974,31,unemployed,married,secondary,-825,179,young_customers,no,no,day 4
975,38,admin.,single,secondary,137,125,young_customers,yes,no,day 1
976,60,retired,married,secondary,42,386,old_customers,no,no,day 3
977,33,management,single,tertiary,54,262,young_customers,no,yes,day 2
978,33,unemployed,single,tertiary,1716,396,young_customers,yes,no,day 1
979,52,admin.,married,primary,270,294,old_customers,yes,no,day 4
980,42,blue-collar,married,primary,803,171,young_customers,no,yes,day 1
981,30,technician,single,secondary,102,614,young_customers,yes,no,day 3
982,33,entrepreneur,divorced,tertiary,188,118,young_customers,no,no,day 2
983,46,admin.,divorced,secondary,207,485,old_customers,no,no,day 1
984,51,blue-collar,married,primary,1466,406,old_customers,yes,yes,day 4
985,40,unemployed,single,secondary,350,287,young_customers,yes,no,day 1
986,50,admin.,married,secondary,159,216,old_customers,no,no,day 3
987,42,entrepreneur,married,tertiary,157,650,young_customers,yes,yes,day 2
988,38,technician,married,secondary,0,55,young_customers,no,no,day 1
989,36,admin.,single,primary,91,371,young_customers,no,no,day 4
990,37,unemployed,divorced,primary,849,0,young_customers,yes,no,day 1
991,33,management,married,tertiary,436,48,young_customers,yes,yes,day 3
992,38,blue-collar,single,secondary,-1,72,young_customers,no,no,day 2
993,52,blue-collar,married,tertiary,297,55,old_customers,yes,no,day 1
994,29,blue-collar,married,secondary,313,144,young_customers,no,yes,day 4
995,37,blue-collar,married,primary,310,474,young_customers,no,no,day 1
996,34,admin.,married,secondary,475,559,young_customers,yes,no,day 3
997,43,blue-collar,married,primary,61,261,old_customers,yes,no,day 2
998,49,services,married,secondary,1377,1101,old_customers,no,yes,day 1
999,33,technician,single,secondary,56,236,young_customers,yes,no,day 4
