,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_size
12555,10 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4320,2,1982,Female,26
12556,19 minutes,3,Powell St BART Station (Market St at 4th St),129,Harrison St at 20th St,2321,2,1970,Male,26
12557,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),81,Berry St at 4th St,5097,2,1983,Male,26
12558,14 minutes,16,Steuart St at Market St,383,Golden Gate Ave at Franklin St,5368,1,1985,Male,26
12559,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5431,2,1982,Female,26
12560,16 minutes,16,Steuart St at Market St,75,Market St at Franklin St,5001,2,1990,Male,26
12561,8 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,1252,2,1984,Male,26
12562,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,4717,2,1994,Male,26
12563,10 minutes,22,Howard St at Beale St,64,5th St at Brannan St,2907,2,1978,Male,26
12564,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),114,Rhode Island St at 17th St,2977,2,1986,Male,26
12565,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),22,Howard St at Beale St,5529,1,1963,Male,26
12566,10 minutes,81,Berry St at 4th St,350,8th St at Brannan St,5548,1,1978,Female,26
12567,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5339,2,1977,Male,26
12568,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),24,Spear St at Folsom St,4615,2,1985,Male,26
12569,11 minutes,5,Powell St BART Station (Market St at 5th St),76,McCoppin St at Valencia St,459,2,1977,Male,26
12570,19 minutes,16,Steuart St at Market St,130,22nd St Caltrain Station,2706,1,1952,Male,26
12571,6 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),4848,2,1978,Male,26
12572,5 minutes,81,Berry St at 4th St,47,4th St at Harrison St,5280,1,1976,Male,26
12573,147 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),4977,2,1948,Male,26
12574,11 minutes,22,Howard St at Beale St,92,Mission Bay Kids Park,1220,3,1991,Female,26
12575,8 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4574,2,1966,Male,26
12576,15 minutes,16,Steuart St at Market St,126,Esprit Park,4725,2,1994,Male,26
12577,20 minutes,81,Berry St at 4th St,127,Valencia St at 21st St,4752,1,1987,Male,26
12578,6 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5567,3,1985,Male,26
12579,6 minutes,3,Powell St BART Station (Market St at 4th St),61,Howard St at 8th St,4762,3,1983,Male,26
12580,4 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,4926,2,1981,Male,26
12581,23 minutes,16,Steuart St at Market St,377,Fell St at Stanyan St,4826,3,1990,Female,26
12582,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5044,3,1976,Female,26
12583,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,1809,3,1990,Male,26
12584,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),371,Lombard St at Columbus Ave,1931,2,1991,Male,26
12585,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),28,The Embarcadero at Bryant St,5298,3,1965,Male,26
12586,17 minutes,5,Powell St BART Station (Market St at 5th St),121,Mission Playground,4997,1,1982,Female,26
12587,15 minutes,3,Powell St BART Station (Market St at 4th St),90,Townsend St at 7th St,783,3,1968,Male,26
12588,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4344,2,1977,Female,26
12589,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),1518,2,1975,Male,26
12590,9 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5307,2,1987,Male,26
12591,6 minutes,81,Berry St at 4th St,16,Steuart St at Market St,4878,3,1987,Male,26
12592,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4631,2,1974,Male,26
12593,7 minutes,5,Powell St BART Station (Market St at 5th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5328,2,1988,Male,26
12594,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),572,1,1967,Male,26
12595,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),97,14th St at Mission St,133,3,1984,Male,26
12596,6 minutes,22,Howard St at Beale St,15,San Francisco Ferry Building (Harry Bridges Plaza),2917,2,1979,Female,26
12597,15 minutes,16,Steuart St at Market St,130,22nd St Caltrain Station,4957,3,1968,Male,26
12598,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),321,5th St at Folsom,5370,2,1994,Male,26
12599,5 minutes,3,Powell St BART Station (Market St at 4th St),61,Howard St at 8th St,5028,3,1986,Male,26
12600,10 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),1537,3,1980,Female,26
12601,9 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),3670,2,1973,Male,26
12602,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),97,14th St at Mission St,5377,1,1996,Female,26
12603,7 minutes,3,Powell St BART Station (Market St at 4th St),28,The Embarcadero at Bryant St,5296,2,1981,Male,26
12604,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),4717,2,1977,Male,26
12605,8 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5229,2,1965,Male,26
12606,6 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5368,1,1992,Male,26
12607,7 minutes,22,Howard St at Beale St,364,China Basin St at 3rd St,5357,3,1990,Female,26
12608,21 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),59,S Van Ness Ave at Market St,4452,1,1988,Female,26
12609,21 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),59,S Van Ness Ave at Market St,4337,2,1998,Female,26
12610,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,3319,2,2000,Female,26
12611,4 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),1188,1,1982,Female,26
12612,8 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5323,1,1972,Male,26
12613,21 minutes,3,Powell St BART Station (Market St at 4th St),349,Howard St at Mary St,4671,2,1985,Male,26
12614,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),133,2,1977,Male,26
12615,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),3429,3,1957,Male,26
12616,15 minutes,22,Howard St at Beale St,116,Mississippi St at 17th St,5325,2,1966,Male,26
12617,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5440,1,1982,Male,26
12618,10 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5229,2,1983,Male,26
12619,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,5343,2,1985,Female,26
12620,6 minutes,81,Berry St at 4th St,28,The Embarcadero at Bryant St,4743,3,1992,Male,26
12621,4 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,5306,3,1990,Female,26
12622,14 minutes,22,Howard St at Beale St,129,Harrison St at 20th St,5418,2,1990,Male,26
12623,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5105,2,1997,Male,26
12624,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),49,S Park St at 3rd St,4609,3,1973,Female,26
12625,11 minutes,3,Powell St BART Station (Market St at 4th St),126,Esprit Park,5572,2,1973,Male,26
12626,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4712,3,1972,Male,26
12627,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),47,4th St at Harrison St,2053,2,1990,Male,26
12628,49 minutes,21,Montgomery St BART Station (Market St at 2nd St),20,Mechanics Monument Plaza (Market St at Bush St),2672,2,1981,Male,26
12629,7 minutes,3,Powell St BART Station (Market St at 4th St),49,S Park St at 3rd St,5282,2,1967,Male,26
12630,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5383,2,1985,Female,26
12631,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),66,3rd St at Townsend St,5173,1,1978,Male,26
12632,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),52,McAllister St at Baker St,4798,1,1988,Female,26
12633,6 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5173,1,1995,Male,26
12634,81 minutes,5,Powell St BART Station (Market St at 5th St),29,O'Farrell St at Divisadero St,4969,3,1976,Male,26
12635,86 minutes,5,Powell St BART Station (Market St at 5th St),29,O'Farrell St at Divisadero St,5162,2,1982,Male,26
12636,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5377,3,1982,Male,26
12637,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),355,23rd St at Tennessee St,4877,2,1988,Other,26
12638,10 minutes,22,Howard St at Beale St,92,Mission Bay Kids Park,5217,1,1987,Female,26
12639,38 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,5517,1,1988,Female,26
12640,40 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,5545,3,1989,Female,26
12641,39 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,5069,2,1989,Female,26
12642,6 minutes,22,Howard St at Beale St,324,Union Square (Powell St at Post St),5050,1,1990,Male,26
12643,6 minutes,3,Powell St BART Station (Market St at 4th St),60,8th St at Ringold St,4712,3,1993,Male,26
12644,3 minutes,81,Berry St at 4th St,91,Berry St at King St,4631,2,1990,Female,26
12645,3 minutes,3,Powell St BART Station (Market St at 4th St),36,Folsom St at 3rd St,5288,1,1981,Male,26
12646,2 minutes,5,Powell St BART Station (Market St at 5th St),3,Powell St BART Station (Market St at 4th St),3610,2,1995,Male,26
12647,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),109,17th St at Valencia St,2548,2,1985,Male,26
12648,4 minutes,5,Powell St BART Station (Market St at 5th St),3,Powell St BART Station (Market St at 4th St),2035,2,1974,Male,26
12649,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),4450,1,1972,Male,26
12650,6 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5377,2,1995,Male,26
12651,3 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),766,1,1996,Female,26
12652,2 minutes,5,Powell St BART Station (Market St at 5th St),34,Father Alfred E Boeddeker Park,3646,3,1981,Male,26
12653,17 minutes,16,Steuart St at Market St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),5576,1,1986,Female,26
12654,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),63,Bryant St at 6th St,5282,2,1976,Male,26
12655,8 minutes,3,Powell St BART Station (Market St at 4th St),42,San Francisco City Hall (Polk St at Grove St),5286,1,1983,Female,26
12656,10 minutes,5,Powell St BART Station (Market St at 5th St),66,3rd St at Townsend St,3237,2,1967,Female,26
12657,6 minutes,22,Howard St at Beale St,3,Powell St BART Station (Market St at 4th St),5084,1,1988,Male,26
12658,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),58,Market St at 10th St,5354,2,1986,Male,26
12659,3 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,5482,2,1987,Male,26
12660,5 minutes,81,Berry St at 4th St,90,Townsend St at 7th St,5292,2,1986,Male,26
12661,57 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),5288,1,1983,Male,26
12662,3 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),2035,3,1974,Male,26
12663,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,4452,2,1990,Male,26
12664,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,4944,3,1991,Female,26
12665,8 minutes,16,Steuart St at Market St,343,Bryant St at 2nd St,4838,3,1979,Female,26
12666,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),114,Rhode Island St at 17th St,4397,1,1970,Male,26
12667,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),380,Masonic Ave at Turk St,4924,3,1991,Male,26
12668,17 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),5286,2,1978,Male,26
12669,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5460,2,1984,Male,26
12670,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),4,Cyril Magnin St at Ellis St,4987,1,1989,Male,26
12671,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5460,2,1991,Other,26
12672,8 minutes,5,Powell St BART Station (Market St at 5th St),11,Davis St at Jackson St,4617,2,1994,Male,26
12673,18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),110,17th & Folsom Street Park (17th St at Folsom St),5247,2,1986,Male,26
12674,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5292,2,1962,Male,26
12675,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),349,Howard St at Mary St,4946,1,1978,Male,26
12676,1 minutes,22,Howard St at Beale St,17,Embarcadero BART Station (Beale St at Market St),4452,2,1985,Male,26
12677,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,4315,3,1987,Other,26
12678,27 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4356,3,1988,Female,26
12679,6 minutes,3,Powell St BART Station (Market St at 4th St),10,Washington St at Kearny St,4748,3,1994,Male,26
12680,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),16,Steuart St at Market St,5559,2,1990,Female,26
12681,9 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,4351,3,1980,Male,26
12682,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),47,4th St at Harrison St,5033,2,1981,Male,26
12683,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5458,2,1981,Male,26
12684,13 minutes,3,Powell St BART Station (Market St at 4th St),123,Folsom St at 19th St,4742,1,1980,Female,26
12685,29 minutes,21,Montgomery St BART Station (Market St at 2nd St),88,11th St at Bryant St,5327,2,1991,Male,26
12686,24 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5354,1,1982,Male,26
12687,8 minutes,3,Powell St BART Station (Market St at 4th St),14,Clay St at Battery St,1164,2,1970,Male,26
12688,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,4390,2,1985,Female,26
12689,5 minutes,81,Berry St at 4th St,345,Hubbell St at 16th St,5484,1,1989,Male,26
12690,4 minutes,81,Berry St at 4th St,345,Hubbell St at 16th St,5021,1,1990,Male,26
12691,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),16,Steuart St at Market St,5307,2,1990,Male,26
12692,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),324,Union Square (Powell St at Post St),5120,2,1991,Female,26
12693,20 minutes,22,Howard St at Beale St,22,Howard St at Beale St,5325,2,1998,Male,26
12694,11 minutes,16,Steuart St at Market St,349,Howard St at Mary St,4965,1,1979,Female,26
12695,14 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1199,2,1980,Female,26
12696,6 minutes,3,Powell St BART Station (Market St at 4th St),61,Howard St at 8th St,4976,2,1984,Male,26
12697,6 minutes,16,Steuart St at Market St,21,Montgomery St BART Station (Market St at 2nd St),5120,1,1992,Male,26
12698,16 minutes,16,Steuart St at Market St,114,Rhode Island St at 17th St,5504,1,1984,Female,26
12699,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,5220,2,1942,Male,26
12700,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5572,2,1985,Female,26
12701,6 minutes,22,Howard St at Beale St,16,Steuart St at Market St,4772,2,1998,Male,26
12702,5 minutes,5,Powell St BART Station (Market St at 5th St),62,Victoria Manalo Draves Park,4671,2,1971,Male,26
12703,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),16,Steuart St at Market St,4351,2,1988,Male,26
12704,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),72,Page St at Scott St,4813,1,1951,Male,26
12705,7 minutes,3,Powell St BART Station (Market St at 4th St),323,Broadway at Kearny,5113,3,1963,Female,26
12706,7 minutes,3,Powell St BART Station (Market St at 4th St),42,San Francisco City Hall (Polk St at Grove St),3642,2,1968,Male,26
12707,29 minutes,22,Howard St at Beale St,130,22nd St Caltrain Station,4422,2,1967,Female,26
12708,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),350,8th St at Brannan St,4767,2,1969,Male,26
12709,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,5038,3,1975,Male,26
12710,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,1457,1,1993,Male,26
12711,9 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,1168,3,1943,Male,26
12712,19 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),74,Laguna St at Hayes St,459,2,1982,Male,26
12713,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),126,Esprit Park,5566,2,1991,Male,26
12714,7 minutes,3,Powell St BART Station (Market St at 4th St),59,S Van Ness Ave at Market St,5407,1,1980,Male,26
12715,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),16,Steuart St at Market St,5440,3,1992,Male,26
12716,19 minutes,21,Montgomery St BART Station (Market St at 2nd St),122,19th St at Mission St,5398,1,1982,Female,26
12717,10 minutes,5,Powell St BART Station (Market St at 5th St),55,Webster St at Grove St,4740,2,1994,Male,26
12718,9 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,4414,2,1980,Male,26
12719,29 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),285,Webster St at O'Farrell St,4455,3,1988,Male,26
12720,5 minutes,3,Powell St BART Station (Market St at 4th St),33,Golden Gate Ave at Hyde St,5436,1,1994,Female,26
12721,7 minutes,5,Powell St BART Station (Market St at 5th St),17,Embarcadero BART Station (Beale St at Market St),4908,2,1979,Female,26
12722,2 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),4671,2,1994,Male,26
12723,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),59,S Van Ness Ave at Market St,5480,2,1966,Male,26
12724,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),9,Broadway at Battery St,4798,2,1988,Female,26
12725,9 minutes,3,Powell St BART Station (Market St at 4th St),383,Golden Gate Ave at Franklin St,5312,3,1988,Male,26
12726,1 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),16,Steuart St at Market St,1168,2,1982,Male,26
12727,1 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),16,Steuart St at Market St,1199,3,1982,Male,26
12728,2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),11,Davis St at Jackson St,2738,3,1982,Male,26
12729,5 minutes,16,Steuart St at Market St,27,Beale St at Harrison St,2260,3,1984,Male,26
12730,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4818,2,1993,Male,26
12731,1 minutes,22,Howard St at Beale St,27,Beale St at Harrison St,5220,1,1970,Male,26
12732,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),47,4th St at Harrison St,4822,3,1984,Male,26
12733,20 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4987,3,1990,Male,26
12734,11 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5323,2,1991,Female,26
12735,20 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4902,1,1990,Male,26
12736,4 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5348,3,1992,Male,26
12737,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),324,Union Square (Powell St at Post St),4413,3,1993,Female,26
12738,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),36,Folsom St at 3rd St,1116,2,1992,Male,26
12739,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),5271,2,1985,Male,26
12740,8 minutes,3,Powell St BART Station (Market St at 4th St),323,Broadway at Kearny,2665,1,1964,Male,26
12741,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4889,1,1992,Male,26
12742,9 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,5039,1,1983,Female,26
12743,10 minutes,81,Berry St at 4th St,58,Market St at 10th St,5532,3,1992,Male,26
12744,6 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4455,3,1987,Male,26
12745,7 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,4988,3,1987,Male,26
12746,5 minutes,16,Steuart St at Market St,21,Montgomery St BART Station (Market St at 2nd St),3319,2,1999,Female,26
12747,19 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,5504,3,1976,Male,26
12748,15 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1843,2,1960,Male,26
12749,11 minutes,5,Powell St BART Station (Market St at 5th St),14,Clay St at Battery St,4875,3,1981,Male,26
12750,3 minutes,16,Steuart St at Market St,14,Clay St at Battery St,1602,3,1972,Male,26
12751,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),10,Washington St at Kearny St,5440,3,1991,Male,26
12752,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5307,2,1989,Male,26
12753,6 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4712,3,1991,Male,26
12754,8 minutes,22,Howard St at Beale St,36,Folsom St at 3rd St,5498,3,1986,Male,26
12755,3 minutes,16,Steuart St at Market St,14,Clay St at Battery St,3381,1,1972,Male,26
12756,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),350,8th St at Brannan St,5068,2,1989,Male,26
12757,11 minutes,3,Powell St BART Station (Market St at 4th St),76,McCoppin St at Valencia St,4409,2,1972,Male,26
12758,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),47,4th St at Harrison St,4722,2,1987,Male,26
12759,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,5296,3,1972,Male,26
12760,7 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,4811,3,1983,Male,26
12761,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5105,2,1990,Male,26
12762,3 minutes,22,Howard St at Beale St,37,2nd St at Folsom St,4961,2,1985,Female,26
12763,3 minutes,16,Steuart St at Market St,14,Clay St at Battery St,5402,2,1972,Male,26
12764,9 minutes,16,Steuart St at Market St,80,Townsend St at 5th St,5020,2,1991,Male,26
12765,21 minutes,3,Powell St BART Station (Market St at 4th St),99,Folsom St at 15th St,5163,3,1978,Male,26
12766,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,1453,3,1990,Male,26
12767,4 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4344,3,1998,Male,26
12768,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5427,3,1984,Male,26
12769,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),41,Golden Gate Ave at Polk St,5342,2,1979,Male,26
12770,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,5552,3,1989,Male,26
12771,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,1706,2,1991,Male,26
12772,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5113,1,1989,Male,26
12773,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5517,2,1996,Female,26
12774,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,5301,3,1981,Male,26
12775,5 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5342,2,1974,Male,26
12776,5 minutes,81,Berry St at 4th St,321,5th St at Folsom,4928,2,1989,Female,26
12777,9 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,4572,3,1988,Other,26
12778,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),23,The Embarcadero at Steuart St,5063,1,1965,Male,26
12779,7 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5517,2,1993,Male,26
12780,16 minutes,3,Powell St BART Station (Market St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),4973,3,1971,Male,26
12781,6 minutes,3,Powell St BART Station (Market St at 4th St),42,San Francisco City Hall (Polk St at Grove St),5533,3,1972,Male,26
12782,7 minutes,22,Howard St at Beale St,343,Bryant St at 2nd St,4464,2,1987,Male,26
12783,6 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,5402,2,1984,Female,26
12784,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,4400,1,1976,Male,26
12785,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5342,1,1985,Female,26
12786,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5552,1,1967,Male,26
12787,8 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,4875,3,1977,Male,26
12788,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),104,4th St at 16th St,5531,2,1989,Female,26
12789,9 minutes,81,Berry St at 4th St,87,Folsom St at 13th St,4956,2,1989,Female,26
12790,11 minutes,16,Steuart St at Market St,104,4th St at 16th St,5576,1,1980,Male,26
12791,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),25,Howard St at 2nd St,5343,2,1986,Male,26
12792,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4833,1,1992,Male,26
12793,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),5063,2,1975,Male,26
12794,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,3109,1,1980,Male,26
12795,16 minutes,22,Howard St at Beale St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5300,3,1998,Other,26
12796,5 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,4351,2,1994,Male,26
